visitorid,total_events,unique_items_viewed,total_transactions,num_views,num_addtocarts,num_transactions,active_days,active_hours,session_duration_minutes
135762,1,1,0,1,0,0,1,1,0.0
135796,1,1,0,1,0,0,1,1,0.0
135797,1,1,0,1,0,0,1,1,0.0
135951,2,2,0,2,0,0,1,1,1.1939
135956,1,1,0,1,0,0,1,1,0.0
136031,3,3,0,3,0,0,1,1,3.1183666666666667
136338,1,1,0,1,0,0,1,1,0.0
136380,2,1,0,2,0,0,1,1,1.2898333333333334
136414,1,1,0,1,0,0,1,1,0.0
136940,1,1,0,1,0,0,1,1,0.0
137115,1,1,0,1,0,0,1,1,0.0
137275,2,2,0,2,0,0,1,1,0.0002666666666666667
137322,2,2,0,2,0,0,1,1,0.1873166666666667
137352,2,2,0,2,0,0,1,1,1.0083333333333333
137486,1,1,0,1,0,0,1,1,0.0
137639,1,1,0,1,0,0,1,1,0.0
137834,1,1,0,1,0,0,1,1,0.0
137869,1,1,0,1,0,0,1,1,0.0
138002,1,1,0,1,0,0,1,1,0.0
138067,1,1,0,1,0,0,1,1,0.0
138095,1,1,0,1,0,0,1,1,0.0
138131,54,40,8,37,9,8,3,9,1918.2180999999998
138147,1,1,0,1,0,0,1,1,0.0
138175,1,1,0,1,0,0,1,1,0.0
138176,1,1,0,1,0,0,1,1,0.0
138178,1,1,0,1,0,0,1,1,0.0
138224,2,2,0,2,0,0,1,1,0.13775
138303,1,1,0,1,0,0,1,1,0.0
138408,1,1,0,1,0,0,1,1,0.0
138494,5,5,0,5,0,0,1,1,32.514783333333334
138500,1,1,0,1,0,0,1,1,0.0
138552,1,1,0,1,0,0,1,1,0.0
138563,4,2,0,4,0,0,1,1,4.324683333333334
138565,8,3,0,8,0,0,1,2,87.03978333333333
138613,1,1,0,1,0,0,1,1,0.0
138639,1,1,0,1,0,0,1,1,0.0
138674,1,1,0,1,0,0,1,1,0.0
138770,2,2,0,2,0,0,1,1,3.947783333333333
138861,1,1,0,1,0,0,1,1,0.0
138929,3,3,0,3,0,0,2,2,237.22359999999998
138975,1,1,0,1,0,0,1,1,0.0
138996,1,1,0,1,0,0,1,1,0.0
139019,1,1,0,1,0,0,1,1,0.0
139032,1,1,0,1,0,0,1,1,0.0
139106,1,1,0,1,0,0,1,1,0.0
139266,1,1,0,1,0,0,1,1,0.0
139314,2,1,0,2,0,0,1,1,9.177633333333334
139401,4,1,0,4,0,0,3,4,2031.0205166666667
139464,1,1,0,1,0,0,1,1,0.0
139479,1,1,0,1,0,0,1,1,0.0
139520,1,1,0,1,0,0,1,1,0.0
139543,1,1,0,1,0,0,1,1,0.0
139579,1,1,0,1,0,0,1,1,0.0
139618,1,1,0,1,0,0,1,1,0.0
139737,4,3,0,3,1,0,1,1,2.4924166666666663
139789,1,1,0,1,0,0,1,1,0.0
139857,7,7,0,7,0,0,1,3,94.72026666666667
139899,1,1,0,1,0,0,1,1,0.0
139930,1,1,0,1,0,0,1,1,0.0
139996,1,1,0,1,0,0,1,1,0.0
140157,1,1,0,1,0,0,1,1,0.0
140198,1,1,0,1,0,0,1,1,0.0
140279,2,1,0,1,1,0,1,2,6.148666666666667
140379,1,1,0,1,0,0,1,1,0.0
140386,1,1,0,1,0,0,1,1,0.0
140398,1,1,0,1,0,0,1,1,0.0
140414,1,1,0,1,0,0,1,1,0.0
140488,2,1,0,2,0,0,1,1,2.02785
140633,1,1,0,1,0,0,1,1,0.0
140770,1,1,0,1,0,0,1,1,0.0
140803,2,2,0,2,0,0,2,2,109.92533333333334
140832,2,2,0,2,0,0,1,1,2.0016833333333333
141027,1,1,0,1,0,0,1,1,0.0
141071,1,1,0,1,0,0,1,1,0.0
141084,1,1,0,1,0,0,1,1,0.0
141179,1,1,0,1,0,0,1,1,0.0
141227,1,1,0,1,0,0,1,1,0.0
141380,1,1,0,1,0,0,1,1,0.0
141401,2,1,0,2,0,0,1,1,15.463916666666668
141409,1,1,0,1,0,0,1,1,0.0
141414,1,1,0,1,0,0,1,1,0.0
141580,1,1,0,1,0,0,1,1,0.0
141581,3,2,0,3,0,0,1,2,1091.99765
141591,10,10,0,10,0,0,1,1,5.0691999999999995
141637,1,1,0,1,0,0,1,1,0.0
141642,1,1,0,1,0,0,1,1,0.0
141803,1,1,0,1,0,0,1,1,0.0
141831,5,4,0,5,0,0,1,1,8.26295
141891,1,1,0,1,0,0,1,1,0.0
141980,1,1,0,0,1,0,1,1,0.0
142058,1,1,0,1,0,0,1,1,0.0
142246,1,1,0,1,0,0,1,1,0.0
142289,1,1,0,1,0,0,1,1,0.0
142475,1,1,0,1,0,0,1,1,0.0
142773,1,1,0,1,0,0,1,1,0.0
142800,1,1,0,1,0,0,1,1,0.0
142946,1,1,0,1,0,0,1,1,0.0
143101,1,1,0,1,0,0,1,1,0.0
143311,1,1,0,1,0,0,1,1,0.0
143326,1,1,0,1,0,0,1,1,0.0
143396,2,2,0,2,0,0,1,1,2.9861999999999997
143698,1,1,0,1,0,0,1,1,0.0
143736,1,1,0,1,0,0,1,1,0.0
143807,1,1,0,1,0,0,1,1,0.0
143901,2,1,0,2,0,0,1,1,0.7300833333333333
143981,3,3,0,3,0,0,1,1,0.7760666666666667
144026,2,1,0,2,0,0,1,2,192.22865
144265,1,1,0,1,0,0,1,1,0.0
144315,1,1,0,1,0,0,1,1,0.0
144379,1,1,0,1,0,0,1,1,0.0
144478,4,2,0,3,1,0,1,1,9.42565
144507,1,1,0,1,0,0,1,1,0.0
144691,1,1,0,1,0,0,1,1,0.0
144894,1,1,0,1,0,0,1,1,0.0
144914,1,1,0,1,0,0,1,1,0.0
144977,1,1,0,1,0,0,1,1,0.0
145025,5,5,0,5,0,0,1,1,1.5852499999999998
145047,1,1,0,1,0,0,1,1,0.0
145192,1,1,0,1,0,0,1,1,0.0
145284,1,1,0,1,0,0,1,1,0.0
145306,1,1,0,1,0,0,1,1,0.0
145339,1,1,0,1,0,0,1,1,0.0
145520,1,1,0,1,0,0,1,1,0.0
145541,1,1,0,1,0,0,1,1,0.0
145572,4,1,0,4,0,0,1,2,76.66051666666667
145593,1,1,0,1,0,0,1,1,0.0
145819,5,4,0,5,0,0,1,1,3.1820666666666666
145938,1,1,0,1,0,0,1,1,0.0
145959,1,1,0,1,0,0,1,1,0.0
146024,1,1,0,1,0,0,1,1,0.0
146058,1,1,0,1,0,0,1,1,0.0
146139,1,1,0,1,0,0,1,1,0.0
146174,1,1,0,1,0,0,1,1,0.0
146253,2,2,0,2,0,0,1,1,3.2304000000000004
146331,1,1,0,1,0,0,1,1,0.0
146332,2,1,0,2,0,0,1,2,95.85641666666668
146348,2,2,0,2,0,0,1,2,27.54985
146389,1,1,0,1,0,0,1,1,0.0
146422,3,2,0,3,0,0,1,1,0.88135
146525,2,1,0,2,0,0,1,1,12.2531
146578,2,2,0,2,0,0,1,1,0.25833333333333336
146652,1,1,0,1,0,0,1,1,0.0
146879,1,1,0,1,0,0,1,1,0.0
146938,2,2,0,2,0,0,1,1,0.2428
146980,2,2,0,2,0,0,1,1,1.27345
147198,1,1,0,1,0,0,1,1,0.0
147317,1,1,0,1,0,0,1,1,0.0
147370,1,1,0,1,0,0,1,1,0.0
147412,1,1,0,1,0,0,1,1,0.0
147438,1,1,0,1,0,0,1,1,0.0
147544,1,1,0,1,0,0,1,1,0.0
147600,1,1,0,1,0,0,1,1,0.0
147800,1,1,0,1,0,0,1,1,0.0
147859,1,1,0,1,0,0,1,1,0.0
148159,1,1,0,1,0,0,1,1,0.0
148162,1,1,0,1,0,0,1,1,0.0
148375,8,3,0,8,0,0,1,1,10.635783333333334
148513,1,1,0,1,0,0,1,1,0.0
148533,1,1,0,1,0,0,1,1,0.0
148548,1,1,0,1,0,0,1,1,0.0
148670,1,1,0,1,0,0,1,1,0.0
148772,1,1,0,1,0,0,1,1,0.0
148801,1,1,0,1,0,0,1,1,0.0
148842,2,2,0,2,0,0,1,1,1.4515666666666667
148859,1,1,0,1,0,0,1,1,0.0
149160,1,1,0,1,0,0,1,1,0.0
149194,2,2,0,2,0,0,2,2,1334.5507666666667
149279,4,4,0,4,0,0,2,2,1366.5601833333335
149302,1,1,0,1,0,0,1,1,0.0
149455,2,2,0,2,0,0,1,1,0.5674666666666667
149457,1,1,0,1,0,0,1,1,0.0
149854,7,7,0,6,1,0,1,2,47.53106666666667
149910,1,1,0,1,0,0,1,1,0.0
150051,1,1,0,1,0,0,1,1,0.0
150182,1,1,0,1,0,0,1,1,0.0
150186,1,1,0,1,0,0,1,1,0.0
150330,2,1,0,2,0,0,1,1,0.15503333333333333
150333,1,1,0,1,0,0,1,1,0.0
150377,1,1,0,1,0,0,1,1,0.0
150420,1,1,0,1,0,0,1,1,0.0
150492,1,1,0,1,0,0,1,1,0.0
150525,1,1,0,1,0,0,1,1,0.0
150582,1,1,0,1,0,0,1,1,0.0
150586,1,1,0,1,0,0,1,1,0.0
150593,1,1,0,1,0,0,1,1,0.0
150651,6,6,0,6,0,0,1,1,9.706133333333334
150675,1,1,0,1,0,0,1,1,0.0
150713,1,1,0,1,0,0,1,1,0.0
150751,1,1,0,1,0,0,1,1,0.0
150770,1,1,0,1,0,0,1,1,0.0
150849,1,1,0,1,0,0,1,1,0.0
150870,1,1,0,1,0,0,1,1,0.0
150911,2,2,0,2,0,0,1,1,1.1677166666666667
151041,1,1,0,1,0,0,1,1,0.0
151100,1,1,0,1,0,0,1,1,0.0
151117,1,1,0,1,0,0,1,1,0.0
151347,2,2,0,2,0,0,1,1,18.523766666666667
151491,1,1,0,1,0,0,1,1,0.0
151576,1,1,0,1,0,0,1,1,0.0
151587,1,1,0,1,0,0,1,1,0.0
151676,1,1,0,1,0,0,1,1,0.0
151930,1,1,0,1,0,0,1,1,0.0
151958,1,1,0,1,0,0,1,1,0.0
152029,1,1,0,1,0,0,1,1,0.0
152030,2,1,0,2,0,0,2,2,281.23656666666665
152164,2,2,0,2,0,0,1,1,3.556
152183,1,1,0,1,0,0,1,1,0.0
152203,1,1,0,1,0,0,1,1,0.0
152215,1,1,0,1,0,0,1,1,0.0
152407,2,1,0,2,0,0,1,2,19.266383333333334
152493,1,1,0,1,0,0,1,1,0.0
152525,1,1,0,1,0,0,1,1,0.0
152540,1,1,0,1,0,0,1,1,0.0
152557,1,1,0,1,0,0,1,1,0.0
152567,5,3,0,5,0,0,2,3,519.7189833333333
152722,1,1,0,1,0,0,1,1,0.0
152775,1,1,0,1,0,0,1,1,0.0
152868,3,1,0,3,0,0,1,1,23.279516666666666
152929,1,1,0,1,0,0,1,1,0.0
153120,1,1,0,1,0,0,1,1,0.0
153171,1,1,0,1,0,0,1,1,0.0
153419,1,1,0,1,0,0,1,1,0.0
153485,1,1,0,1,0,0,1,1,0.0
153502,1,1,0,1,0,0,1,1,0.0
153527,3,2,0,3,0,0,1,2,198.96793333333332
153715,2,2,0,2,0,0,1,1,0.43846666666666667
153753,1,1,0,1,0,0,1,1,0.0
153977,1,1,0,1,0,0,1,1,0.0
154000,2,2,0,2,0,0,1,2,85.41873333333334
154010,1,1,0,1,0,0,1,1,0.0
154123,1,1,0,1,0,0,1,1,0.0
154164,1,1,0,1,0,0,1,1,0.0
154263,2,1,0,2,0,0,1,2,5.1851166666666675
154313,2,1,0,1,1,0,1,1,0.03345
154317,1,1,0,1,0,0,1,1,0.0
154344,1,1,0,1,0,0,1,1,0.0
154348,1,1,0,1,0,0,1,1,0.0
154692,1,1,0,1,0,0,1,1,0.0
154784,2,1,0,2,0,0,1,1,2.3252333333333337
154800,1,1,0,1,0,0,1,1,0.0
154848,2,2,0,2,0,0,1,2,54.657000000000004
154926,1,1,0,1,0,0,1,1,0.0
155006,4,2,0,4,0,0,1,2,20.106299999999997
155046,4,4,0,4,0,0,1,1,7.824316666666666
155073,1,1,0,1,0,0,1,1,0.0
155141,1,1,0,1,0,0,1,1,0.0
155379,1,1,0,1,0,0,1,1,0.0
155417,3,2,0,3,0,0,1,1,0.3908333333333333
155590,8,5,0,8,0,0,1,2,128.83
155662,1,1,0,1,0,0,1,1,0.0
155844,1,1,0,1,0,0,1,1,0.0
155879,6,5,0,5,1,0,2,2,37.789883333333336
155896,2,1,0,2,0,0,2,2,1729.0014166666667
155898,1,1,0,1,0,0,1,1,0.0
155921,1,1,0,1,0,0,1,1,0.0
155961,1,1,0,1,0,0,1,1,0.0
155982,1,1,0,1,0,0,1,1,0.0
156004,1,1,0,1,0,0,1,1,0.0
156009,3,1,0,2,1,0,2,2,135.63686666666666
156129,1,1,0,1,0,0,1,1,0.0
156328,1,1,0,1,0,0,1,1,0.0
156388,1,1,0,1,0,0,1,1,0.0
156477,6,5,0,6,0,0,1,1,4.13605
156633,1,1,0,1,0,0,1,1,0.0
156637,2,2,0,2,0,0,1,1,0.7793
156858,1,1,0,1,0,0,1,1,0.0
156998,1,1,0,1,0,0,1,1,0.0
157335,1,1,0,1,0,0,1,1,0.0
157419,19,11,4,11,4,4,1,1,20.367066666666666
157717,1,1,0,1,0,0,1,1,0.0
157746,4,3,0,4,0,0,1,1,1.1948
157828,1,1,0,1,0,0,1,1,0.0
157954,1,1,0,1,0,0,1,1,0.0
158071,1,1,0,1,0,0,1,1,0.0
158090,4,1,1,2,1,1,1,1,7.2650500000000005
158096,4,3,0,4,0,0,1,1,21.3263
158291,1,1,0,1,0,0,1,1,0.0
158368,1,1,0,1,0,0,1,1,0.0
158508,1,1,0,1,0,0,1,1,0.0
158554,2,2,0,2,0,0,1,1,0.32925
158667,3,1,0,3,0,0,1,3,190.64958333333334
158776,1,1,0,1,0,0,1,1,0.0
158854,1,1,0,1,0,0,1,1,0.0
158878,1,1,0,1,0,0,1,1,0.0
158907,1,1,0,1,0,0,1,1,0.0
159074,1,1,0,1,0,0,1,1,0.0
159104,2,2,0,2,0,0,1,2,100.45243333333333
159145,1,1,0,1,0,0,1,1,0.0
159181,2,1,0,2,0,0,1,1,2.7758666666666665
159234,1,1,0,1,0,0,1,1,0.0
159263,2,1,0,2,0,0,1,2,42.21528333333333
159298,1,1,0,1,0,0,1,1,0.0
159304,1,1,0,1,0,0,1,1,0.0
159490,3,2,0,3,0,0,1,1,2.0502833333333332
159538,1,1,0,1,0,0,1,1,0.0
159563,1,1,0,1,0,0,1,1,0.0
159568,1,1,0,1,0,0,1,1,0.0
159576,2,1,0,2,0,0,1,1,6.956016666666667
159627,1,1,0,1,0,0,1,1,0.0
159682,1,1,0,1,0,0,1,1,0.0
159693,1,1,0,1,0,0,1,1,0.0
159754,1,1,0,1,0,0,1,1,0.0
159797,2,1,0,2,0,0,1,1,0.7376666666666666
159835,1,1,0,1,0,0,1,1,0.0
159884,1,1,0,1,0,0,1,1,0.0
159965,1,1,0,1,0,0,1,1,0.0
159975,1,1,0,1,0,0,1,1,0.0
160024,1,1,0,1,0,0,1,1,0.0
160041,2,2,0,2,0,0,1,1,1.471
160229,1,1,0,1,0,0,1,1,0.0
160254,1,1,0,1,0,0,1,1,0.0
160461,1,1,0,1,0,0,1,1,0.0
160470,1,1,0,1,0,0,1,1,0.0
160531,1,1,0,1,0,0,1,1,0.0
160537,1,1,0,1,0,0,1,1,0.0
160593,1,1,0,1,0,0,1,1,0.0
160659,1,1,0,1,0,0,1,1,0.0
160674,2,1,0,2,0,0,1,1,0.17601666666666665
160807,2,2,0,2,0,0,1,1,0.6941333333333334
160809,1,1,0,1,0,0,1,1,0.0
160820,2,2,0,2,0,0,1,1,0.20068333333333335
160908,1,1,0,1,0,0,1,1,0.0
161152,1,1,0,1,0,0,1,1,0.0
161206,7,7,0,7,0,0,1,1,3.315716666666667
161282,1,1,0,1,0,0,1,1,0.0
161327,1,1,0,1,0,0,1,1,0.0
161361,1,1,0,1,0,0,1,1,0.0
161399,1,1,0,1,0,0,1,1,0.0
161416,2,1,0,2,0,0,1,2,142.78481666666667
161440,1,1,0,1,0,0,1,1,0.0
161502,1,1,0,1,0,0,1,1,0.0
161529,1,1,1,0,0,1,1,1,0.0
161722,1,1,0,1,0,0,1,1,0.0
161726,1,1,0,1,0,0,1,1,0.0
161788,1,1,0,1,0,0,1,1,0.0
161830,1,1,0,1,0,0,1,1,0.0
161851,1,1,0,1,0,0,1,1,0.0
161958,1,1,0,1,0,0,1,1,0.0
161994,1,1,0,1,0,0,1,1,0.0
162122,1,1,0,1,0,0,1,1,0.0
162243,1,1,0,1,0,0,1,1,0.0
162266,1,1,0,1,0,0,1,1,0.0
162271,1,1,0,1,0,0,1,1,0.0
162325,1,1,0,1,0,0,1,1,0.0
162446,3,3,0,3,0,0,1,1,7.191050000000001
162547,1,1,0,1,0,0,1,1,0.0
162717,1,1,0,1,0,0,1,1,0.0
162815,3,1,1,1,1,1,1,1,6.815483333333333
162970,1,1,0,1,0,0,1,1,0.0
162999,2,1,0,2,0,0,1,2,63.287283333333335
163001,1,1,0,1,0,0,1,1,0.0
163012,2,1,0,2,0,0,1,2,251.01141666666666
163049,2,2,0,2,0,0,1,1,12.008466666666667
163154,1,1,0,1,0,0,1,1,0.0
163214,1,1,0,1,0,0,1,1,0.0
163253,2,2,0,2,0,0,1,1,1.30605
163307,1,1,0,1,0,0,1,1,0.0
163342,1,1,0,1,0,0,1,1,0.0
163344,1,1,0,1,0,0,1,1,0.0
163495,1,1,0,1,0,0,1,1,0.0
163561,47,42,1,43,3,1,2,11,607.3767333333333
163636,1,1,0,1,0,0,1,1,0.0
163661,1,1,0,1,0,0,1,1,0.0
163689,1,1,0,1,0,0,1,1,0.0
163708,1,1,0,1,0,0,1,1,0.0
163769,1,1,0,1,0,0,1,1,0.0
163770,2,2,0,2,0,0,1,1,0.5525333333333333
163905,9,1,0,8,1,0,1,4,368.0162166666667
164009,1,1,0,1,0,0,1,1,0.0
164060,2,2,0,2,0,0,1,1,1.3736166666666667
164249,1,1,0,1,0,0,1,1,0.0
164296,1,1,0,1,0,0,1,1,0.0
164297,1,1,0,1,0,0,1,1,0.0
164306,1,1,0,1,0,0,1,1,0.0
164317,1,1,0,1,0,0,1,1,0.0
164413,1,1,0,1,0,0,1,1,0.0
164449,1,1,0,1,0,0,1,1,0.0
164474,1,1,0,1,0,0,1,1,0.0
164485,10,9,0,10,0,0,1,1,54.23801666666667
164497,1,1,0,1,0,0,1,1,0.0
164532,1,1,0,1,0,0,1,1,0.0
164547,1,1,0,1,0,0,1,1,0.0
164576,1,1,0,1,0,0,1,1,0.0
164631,1,1,0,1,0,0,1,1,0.0
164708,1,1,0,1,0,0,1,1,0.0
164797,1,1,0,1,0,0,1,1,0.0
164880,1,1,0,1,0,0,1,1,0.0
165022,3,3,0,3,0,0,2,2,310.1947166666667
165094,1,1,0,1,0,0,1,1,0.0
165169,1,1,0,1,0,0,1,1,0.0
165210,1,1,0,1,0,0,1,1,0.0
165252,1,1,0,1,0,0,1,1,0.0
165272,1,1,0,1,0,0,1,1,0.0
165324,1,1,0,1,0,0,1,1,0.0
165381,1,1,0,1,0,0,1,1,0.0
165685,1,1,0,1,0,0,1,1,0.0
165699,1,1,0,1,0,0,1,1,0.0
165755,2,2,0,2,0,0,1,1,2.470833333333333
165796,1,1,0,1,0,0,1,1,0.0
165849,2,1,0,1,1,0,1,1,0.9776333333333334
165868,2,1,0,2,0,0,1,1,2.259916666666667
166007,2,2,0,2,0,0,1,1,1.6814
166075,2,1,0,2,0,0,2,2,527.6104666666666
166260,1,1,0,1,0,0,1,1,0.0
166283,4,4,0,4,0,0,1,1,10.691650000000001
166303,1,1,0,1,0,0,1,1,0.0
166310,1,1,0,1,0,0,1,1,0.0
166442,1,1,0,1,0,0,1,1,0.0
166536,1,1,0,1,0,0,1,1,0.0
166562,1,1,0,1,0,0,1,1,0.0
166577,2,2,0,2,0,0,1,1,11.838416666666665
166692,2,2,0,2,0,0,1,1,0.88725
166776,1,1,0,1,0,0,1,1,0.0
166912,1,1,0,1,0,0,1,1,0.0
166978,1,1,0,1,0,0,1,1,0.0
167186,1,1,0,1,0,0,1,1,0.0
167225,2,1,0,2,0,0,1,1,1.32745
167271,1,1,0,1,0,0,1,1,0.0
167412,1,1,0,1,0,0,1,1,0.0
167698,2,1,0,2,0,0,1,1,1.4423333333333335
167713,1,1,0,1,0,0,1,1,0.0
167845,3,1,0,3,0,0,1,1,0.16753333333333334
168062,1,1,0,1,0,0,1,1,0.0
168109,2,1,0,2,0,0,1,1,0.5551666666666667
168217,1,1,0,1,0,0,1,1,0.0
168301,1,1,0,1,0,0,1,1,0.0
168377,1,1,0,1,0,0,1,1,0.0
168414,1,1,0,1,0,0,1,1,0.0
168426,3,1,0,3,0,0,1,1,6.6347
168521,2,1,0,2,0,0,1,1,1.78595
168586,1,1,0,1,0,0,1,1,0.0
168592,2,1,0,2,0,0,1,1,1.4655166666666666
168604,1,1,0,1,0,0,1,1,0.0
168634,1,1,0,1,0,0,1,1,0.0
168660,1,1,0,1,0,0,1,1,0.0
168685,9,2,0,7,2,0,2,5,1926.28215
168687,2,2,0,2,0,0,1,1,1.75525
168820,2,1,0,2,0,0,1,1,5.5737000000000005
168957,1,1,0,1,0,0,1,1,0.0
168958,1,1,0,1,0,0,1,1,0.0
168967,1,1,0,1,0,0,1,1,0.0
168978,1,1,0,1,0,0,1,1,0.0
169172,1,1,0,1,0,0,1,1,0.0
169227,4,4,0,4,0,0,1,1,1.6051333333333335
169392,1,1,0,1,0,0,1,1,0.0
169528,1,1,0,1,0,0,1,1,0.0
169586,8,5,0,8,0,0,1,2,29.04215
169635,1,1,0,1,0,0,1,1,0.0
169713,2,1,0,1,1,0,1,1,2.809833333333333
169764,1,1,0,1,0,0,1,1,0.0
169814,1,1,0,1,0,0,1,1,0.0
169835,19,19,0,19,0,0,2,8,1541.712
169963,12,5,0,11,1,0,1,1,13.964233333333334
170012,1,1,0,1,0,0,1,1,0.0
170060,1,1,0,1,0,0,1,1,0.0
170276,1,1,0,1,0,0,1,1,0.0
170422,1,1,0,1,0,0,1,1,0.0
170822,1,1,0,1,0,0,1,1,0.0
170832,1,1,0,1,0,0,1,1,0.0
170834,1,1,0,1,0,0,1,1,0.0
170992,1,1,0,1,0,0,1,1,0.0
171246,1,1,0,1,0,0,1,1,0.0
171310,1,1,0,1,0,0,1,1,0.0
171354,5,4,0,5,0,0,1,1,3.31845
171431,1,1,0,1,0,0,1,1,0.0
171460,4,4,0,4,0,0,1,1,0.8556833333333334
171485,1,1,0,1,0,0,1,1,0.0
171632,1,1,0,1,0,0,1,1,0.0
171675,1,1,0,1,0,0,1,1,0.0
171682,1,1,0,1,0,0,1,1,0.0
171736,1,1,0,1,0,0,1,1,0.0
171757,3,3,0,3,0,0,1,1,1.0428166666666667
171857,1,1,0,1,0,0,1,1,0.0
171898,1,1,0,1,0,0,1,1,0.0
172080,1,1,0,1,0,0,1,1,0.0
172136,1,1,0,1,0,0,1,1,0.0
172222,1,1,0,1,0,0,1,1,0.0
172329,2,1,0,2,0,0,2,2,473.6315333333333
172387,1,1,0,1,0,0,1,1,0.0
172428,1,1,0,1,0,0,1,1,0.0
172484,2,1,0,2,0,0,1,1,4.692166666666666
172528,1,1,0,1,0,0,1,1,0.0
172601,1,1,0,1,0,0,1,1,0.0
172632,1,1,0,1,0,0,1,1,0.0
172642,1,1,0,1,0,0,1,1,0.0
172647,1,1,0,1,0,0,1,1,0.0
172829,1,1,0,1,0,0,1,1,0.0
172915,1,1,0,1,0,0,1,1,0.0
173024,3,2,0,3,0,0,1,1,0.6642166666666667
173145,1,1,0,1,0,0,1,1,0.0
173214,1,1,0,1,0,0,1,1,0.0
173222,1,1,0,1,0,0,1,1,0.0
173255,1,1,0,1,0,0,1,1,0.0
173260,3,2,0,3,0,0,1,1,0.9271166666666667
173265,1,1,0,1,0,0,1,1,0.0
173287,2,2,0,2,0,0,1,1,0.9437
173347,1,1,0,1,0,0,1,1,0.0
173401,1,1,0,1,0,0,1,1,0.0
173648,1,1,0,1,0,0,1,1,0.0
173691,1,1,0,1,0,0,1,1,0.0
173784,1,1,0,1,0,0,1,1,0.0
173858,46,27,0,37,9,0,2,3,210.93183333333334
173934,1,1,0,1,0,0,1,1,0.0
174000,1,1,0,1,0,0,1,1,0.0
174241,1,1,0,1,0,0,1,1,0.0
174331,10,3,0,10,0,0,3,4,2182.8419166666667
174344,1,1,0,1,0,0,1,1,0.0
174556,1,1,0,1,0,0,1,1,0.0
174677,1,1,0,1,0,0,1,1,0.0
174710,1,1,0,1,0,0,1,1,0.0
174878,1,1,0,1,0,0,1,1,0.0
174948,2,1,0,2,0,0,1,2,28.607983333333333
174954,1,1,0,1,0,0,1,1,0.0
175021,1,1,0,1,0,0,1,1,0.0
175097,1,1,0,1,0,0,1,1,0.0
175166,1,1,0,1,0,0,1,1,0.0
175221,1,1,0,1,0,0,1,1,0.0
175244,2,1,0,2,0,0,1,2,278.3847833333333
175268,1,1,0,1,0,0,1,1,0.0
175335,2,1,0,2,0,0,1,2,79.05171666666666
175383,1,1,0,1,0,0,1,1,0.0
175438,2,1,0,2,0,0,1,1,5.93875
175711,1,1,0,1,0,0,1,1,0.0
175844,1,1,0,1,0,0,1,1,0.0
176054,1,1,0,1,0,0,1,1,0.0
176091,1,1,0,1,0,0,1,1,0.0
176155,1,1,0,1,0,0,1,1,0.0
176404,1,1,0,1,0,0,1,1,0.0
176446,1,1,0,1,0,0,1,1,0.0
176544,1,1,0,1,0,0,1,1,0.0
176558,1,1,0,1,0,0,1,1,0.0
176688,1,1,0,1,0,0,1,1,0.0
176779,1,1,0,1,0,0,1,1,0.0
177091,1,1,0,1,0,0,1,1,0.0
177270,1,1,0,1,0,0,1,1,0.0
177293,1,1,0,1,0,0,1,1,0.0
177320,1,1,0,1,0,0,1,1,0.0
177483,1,1,0,1,0,0,1,1,0.0
177595,1,1,0,1,0,0,1,1,0.0
177632,1,1,0,1,0,0,1,1,0.0
177687,3,3,0,3,0,0,1,1,0.5986333333333334
177765,1,1,0,1,0,0,1,1,0.0
177820,1,1,0,1,0,0,1,1,0.0
177830,1,1,0,1,0,0,1,1,0.0
177930,1,1,0,1,0,0,1,1,0.0
178066,3,1,1,1,1,1,1,1,5.615216666666667
178105,1,1,0,1,0,0,1,1,0.0
178181,1,1,0,1,0,0,1,1,0.0
178185,1,1,0,1,0,0,1,1,0.0
178231,1,1,0,1,0,0,1,1,0.0
178282,1,1,0,1,0,0,1,1,0.0
178356,1,1,0,1,0,0,1,1,0.0
178376,10,9,0,10,0,0,1,1,1.9905666666666666
178417,2,2,0,2,0,0,1,2,22.458683333333333
178452,1,1,0,1,0,0,1,1,0.0
178484,1,1,0,1,0,0,1,1,0.0
178494,1,1,0,1,0,0,1,1,0.0
178638,2,2,0,2,0,0,1,2,19.790333333333333
178721,1,1,0,1,0,0,1,1,0.0
178725,1,1,0,1,0,0,1,1,0.0
178867,2,1,0,2,0,0,2,2,1339.0510833333333
178936,1,1,0,1,0,0,1,1,0.0
178981,1,1,0,1,0,0,1,1,0.0
179065,1,1,0,1,0,0,1,1,0.0
179196,2,1,0,2,0,0,1,2,584.9649666666667
179239,1,1,0,1,0,0,1,1,0.0
179275,1,1,0,1,0,0,1,1,0.0
179286,1,1,0,1,0,0,1,1,0.0
179335,1,1,0,1,0,0,1,1,0.0
179349,1,1,0,1,0,0,1,1,0.0
179412,1,1,0,1,0,0,1,1,0.0
179422,1,1,0,1,0,0,1,1,0.0
179437,1,1,0,1,0,0,1,1,0.0
179545,1,1,0,1,0,0,1,1,0.0
179589,1,1,0,1,0,0,1,1,0.0
179603,1,1,0,1,0,0,1,1,0.0
179707,1,1,0,1,0,0,1,1,0.0
179764,1,1,0,1,0,0,1,1,0.0
179817,1,1,0,1,0,0,1,1,0.0
179915,4,3,0,4,0,0,2,2,979.4081166666667
179966,1,1,0,1,0,0,1,1,0.0
180084,1,1,0,1,0,0,1,1,0.0
